subject,condition,story_id,story,test_story_id,imagine,response,rating_will,rating_happy,rating_check,rating_justif,rating_detail,rating_cohere,ratingRT,stamp
389,0,9,"<b>Story</b>: You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. <u>You pretend to be asleep until your spouse gets up to check on the baby.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",9,1,"The baby started crying in the middle of the night.  But I was tired so I pretended to be asleep.  It's ok because as the man of the house I am the breadwinner and my job is more important that hers because I earn more money than her.  Besides, tending to screaming kids is woman's work anyway.",6.98,6.85,1,6.87,6.93,6.9,3620,4/10/16 17:45
289,0,0,"<b>Story</b>: You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. <u>You tell the customer that the car has no flaws.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",0,1,"I had to make this sale!  I haven't sold a car in forever!  This car has serious issues, but they have the $ to fix it.  I just forgot to tell them everything.  It wont matter.  I have to make this sale! ",1.11,1.11,1,2.01,6.91,6.87,4539,4/10/16 17:45
115,2,1,"<b>Story</b>: You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. <u>The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.</u> Afterward, you think the behavior was justified, and don't feel b",1,1,"I feel no regrets about my behavior because I was simply telling the truth.  Had there been seats available and I lied about it, I would then feel guilty of blocking them out of the group.  I do feel bad for the person who couldn't sit with us, but not bad about my actions toward them.",6.91,4.99,1,6.92,5.03,4.99,3548,4/10/16 17:45
47,0,8,"<b>Story</b>: You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. <u>You tell them that the soup is made with vegetable broth.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",2,0,"As long as the vegetarian person doesn't go into the trash, they'll never know that it was made with chicken broth. I'm not going to tell them either. I'll make a not on the margin of the recipe that X is vegetarian, use vegie broth. I'll follow the note if I have to make it for them again. As long as the vegetarian doesn't get sick, who cares.",1,3.66,1,6.03,6.07,6,12122,4/10/16 17:46
470,2,6,"<b>Story</b>: You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. <u>You avert your eyes and walk past them.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",6,1,"I am running through the airport with my two small children trying to catch a flight that is already boarding. We have 5 minutes to get to the gate and I'm not familiar with this airport. Stress levels are high and my youngest is crying as I yank her along. I see a young man pulling a large suitcase and struggling slightly with it. It falls over and he looks frustrated. ""Keep going, girls."" I say as we rush past. I have no time to stop, and there are plenty of other people who can help him if he needs.",6,3.03,1,6.01,7,7,5708,4/10/16 17:46
559,2,1,"<b>Story</b>: You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. <u>The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.</u> Afterward, you think the behavior was justified, and don't feel b",4,0,"The nerdy kid at the other table was sitting alone. He came up to my table and asked for a seat. I told him there were no more. I wasn't even lying we didn't have any seats left. I don't feel bad, because of that. I still didn't ",2.33,3.17,1,4.97,7,7,19987,4/10/16 17:46
356,0,2,"<b>Story</b>: You're about to sit down on a crowded train, when you see an elderly person searching for a seat. <u>You sit down in the seat.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",1,0,"I was riding on the public transport train in Bangkok thailand.  In the train were signs that you should move to allow monks and elderly individuals a chance to sit.  However, when an elderly monk got on I wasn't paying attention and forgot to move.  Halfway through the ride I became regretful, but I still didn't move since we were almost there and I didn't want to draw any unwanted attention to myself.",3.54,2.82,1,3.03,6.15,5.95,22773,4/10/16 17:46
43,2,4,"<b>Story</b>: You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. <u>You tell your boss all the worst parts of your co-worker's performance.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",3,0,I had been working with a co-worker on a project for the past two months and luckily just finished it last week.  This co-worker has been the most difficult person I have ever had to work with.  They contribu,5.03,2.98,1,6.74,6.5,6.27,47717,4/10/16 17:46
17,2,9,"<b>Story</b>: You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. <u>You pretend to be asleep until your spouse gets up to check on the baby.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",1,0,I can vividly hear our three month old son starting to scream. He must be hungry or need a diaper change. I am so tired. I've been up with him the last two nights while my spouse had to get up for work early. He's off work today. I'm gonna just lay here and pretend to sleep and let him take a turn with our little guy.I really need the rest. My body is so tired.,2.2,3.06,1,2.99,5.76,5.88,19577,4/10/16 17:46
446,2,2,"<b>Story</b>: You're about to sit down on a crowded train, when you see an elderly person searching for a seat. <u>You sit down in the seat.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",2,1,"I find a seat on a train and sit, I paid my fare and am as deserving as anyone for a seat.  Another will open, and my legs are tired, I don't need to justify myself.  If an old person needs a seat someone else will offer theirs or someone will get up and get off the train.",1.06,1.94,1,3.02,5.99,6.93,5062,4/10/16 17:46
169,0,4,"<b>Story</b>: You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. <u>You tell your boss all the worst parts of your co-worker's performance.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",4,1,I am sitting in my bosses office about to be interviewed for my promotion. I am nervous and excited at the same time. My boss asked me about my co-corkers performance which makes me u,1.11,2.31,3,1.15,1.88,1.12,2490,4/10/16 17:46
23,0,0,"<b>Story</b>: You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. <u>You tell the customer that the car has no flaws.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",6,0,I man came into the my lot today for a car he had been wanting to buy. I wasn't completely honest about the cars flaw. I kinda feel bad but it's really hard times for me and my family. Business is slow and I can barely make any ends meet. If he comes back I will fix whatever I can on his car to keep him happy. ,4,3.07,1,5.06,4,6.04,31998,4/10/16 17:46
