subject,condition,story_id,story,imagine,response,rating_will,rating_happy,rating_check,rating_justif,rating_detail,rating_cohere,ratingRT,stamp
558,1,6,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",0,"Rushing - gushing, pushing.  Flight - fight, right, plight, sight, tight, white, light, polite, fright, tonight.  See - bee, flee, believe, ",4.02,3.42,0,0,0,0,26864,3/28/16 15:06
364,1,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",0,"You- too, blue, moo, sue
Friends- ends, lends, tends, mends
Seats- beets, beats, meets
No- so, go, foe, low, 
Table-, cable, stable, label
Sitting, knitting, 
Alone- stone, cone",1.01,1.08,0,0,0,0,9979,3/28/16 15:06
158,1,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",0,"Down rhymes with drown, town, clown, frown. Bill rhymes with fill, mill, till, dill, kill, hill, Jill, pill, will.",3.01,2.04,0,0,0,0,5737,3/28/16 15:06
435,0,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",0,"bar rhymes with car, star, czar and mar. They rhymes with bay, hay, ney, ray, Kay and say. Work rhymes with lurk, shirk and zerk. Room rhymes with boom, zoom, broom and doom.",1.01,1.13,0,0,0,0,9257,3/28/16 15:06
185,1,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",1,"I just got my lunch, and I can't wait to get to my usual table, I hope my friends are already sitting, because i have big news to share with them. I sit, and everyone is here, I have something to say I start, but then someone else comes to ask if they can sit with us. I recognize this person, she normally sits alone, but I don't want everyone in the cafeteria to know my news it is kind of ",4.8,4.73,1,4.51,5.03,4.62,7399,3/28/16 15:06
209,0,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",0,"bar - car, mar, jar, far, par, zsar, tar
work, lurk, berk, jerk, turk, perk, quirk,
 ",2.01,2.94,0,0,0,0,12788,3/28/16 15:06
397,0,6,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",0,"walk rhymes with talk, balk, stalk. bad rhymes with had, tad, mad, fad, lad. them rhymes with gem",6.02,4.01,0,0,0,0,10442,3/28/16 15:06
309,0,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",0,"left - heft, cleft
sit - hit, bit
bad - sad, mad",1,2.18,0,0,0,0,3221,3/28/16 15:06
229,2,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",0,"winner, sinner, loop, hoop, wroth, west, vests, best,",2.13,1.92,0,0,0,0,18635,3/28/16 15:06
213,0,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",1,"It's been a long day, and the only thought that's kept me going throughout work is hoping to go to the bar after my office closes. Finally 4PM rolls around, but while walking home I receive a call on my cell. It's my roommate, and he asks if I could come home and help set up furniture. Tired and drained from work, I reluctantly lie and tell him I have a meeting to tend to and won't be home for a few hours. Once I arrive at the bar, I order an extra drink to help reduce the guilt feel about lying to my roommate.",1,2.01,1,3.02,6.02,6.01,9793,3/28/16 15:06
355,1,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",1,"I would be sitting at a round table with my friends. There are no more chairs at the table, but there is room to squeeze another in if we all scooted over. I see someone sitting alone nearby, and after a moment they approach us and ask us if they can sit with us. I tell them there aren't any seats left, but they can grab another chair and we can make room if they want us to.",4.97,5.01,1,4.97,7,6.96,4821,3/28/16 15:06
450,1,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",1,I standing in a long line to get tickets for Star Wars The Force Awaken at the Regal. I notice Paul and Lydia near the ticket booth. I decided to go and ask if they mind if I get into the line with them so I can get a ticket as the show is nearly sold out.,4.96,3,1,4.01,6,5.99,5736,3/28/16 15:06
204,0,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",0,"Friends: bends, cleanse, ends, lens, pens
Table: able, cable, fable, label, sable
Sit: bit, brit, chit, fit, flit, grit, hit, it, kit, knit, lit, mitt, quit, writ, spit,",6,3.71,0,0,0,0,27319,3/28/16 15:06
409,1,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",0,its vegetable soup you silly gook,4.89,5.04,0,0,0,0,8843,3/28/16 15:06
472,2,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",1,I would not want to miss out on the chance to see the movie.  If the tickets had a chance of selling out i would want to make sure I got the tickets.  I would gladly skip the line if I seen someone in line ahead of me I knew.  I would act like I was talking to them then I would just cut everyone.  I wouldn't feel bad about it cause I could pretend I did it on accident.,5.57,4.97,1,5.45,5.83,6.32,8370,3/28/16 15:06
272,0,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",0,"line, dine, wine, fine, 
cut, butt, but, strut,putt, 
to, do, blue, true, clue, ",3.23,2.39,0,0,0,0,11229,3/28/16 15:06
230,0,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,1,I'm called into my bosses office to explain my co-workers performance as we are both up for the same promotion. Seeing as how I need the promotion I only focus on the negative aspects of my co-workers performance. I know this is wrong and unjustified and they may do the same to me. This should be about the best person getting promoted so I wrongfully tear them down to the boss and,1,1,1,1,5.94,5.98,8541,3/28/16 15:06
76,1,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",1,i would see it as an opportunity to catch up with a friend and maybe sit with them during the movie.,6.85,5.94,1,5.98,6.43,6.41,11951,3/28/16 15:06
332,2,9,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",1,"I worked a very long day and was exhausted. My husband had the whole day off, so I thought it was only fair they got up instead of me, especially since I had to get up early for work the next morning to give a big presentation. Getting m rest was important for doing well with the presentation. I had also gotten up the previous night, and believe it's only fair to divide the work between the two of us.",3.01,1.99,1,4.98,6.11,6,34768,3/28/16 15:06
